date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-05-21,34.84,35.25,34.92,34.3,6505.6,0.41,1.19,35.16,34.602,35.056,9597.86,12000.39,15541.13
2019-05-20,34.8,35.79,34.51,33.6,10260.18,-0.84,-2.38,35.062,34.43,35.154,10536.73,12677.29,15715.22
2019-05-17,35.4,36.2,35.35,35.01,9389.0,-0.52,-1.45,35.192,34.249,35.308,12155.41,13496.85,15789.21
2019-05-16,34.92,35.94,35.87,34.92,12150.34,0.72,2.05,35.104,34.103,35.408,13959.17,14618.76,16085.66
2019-05-15,34.97,35.63,35.15,34.46,9684.18,0.72,2.09,34.45,33.975,35.429,14224.36,15339.41,16109.31
2019-05-14,34.8,35.39,34.43,34.31,11199.97,-0.73,-2.08,34.044,33.915,35.521,14402.93,16464.54,16378.67
2019-05-13,34.5,36.08,35.16,34.3,18353.54,0.25,0.72,33.798,34.063,35.703,14817.84,17176.36,16589.17
2019-05-10,33.0,35.06,34.91,33.0,18407.83,2.31,7.09,33.306,34.347,35.949,14838.29,17727.42,16790.62
2019-05-09,32.75,33.68,32.6,32.45,13476.28,-0.52,-1.57,33.102,34.465,36.158,15278.35,17945.27,16582.95
2019-05-08,32.77,33.8,33.12,32.47,10577.01,-0.08,-0.24,33.5,35.066,36.437,16454.47,18621.64,16706.47
2019-05-07,32.83,33.84,33.2,32.37,13274.52,0.5,1.53,33.786,35.509,36.735,18526.16,19081.87,16816.27
2019-05-06,32.9,33.75,32.7,32.18,18455.83,-1.19,-3.51,34.328,35.877,37.042,19534.89,18753.16,17062.04
2019-04-30,35.1,35.1,33.89,33.2,20608.09,-0.7,-2.02,35.388,36.367,37.388,20616.54,18081.58,17644.18
2019-04-29,35.05,35.9,34.59,34.22,19356.89,0.04,0.12,35.828,36.713,37.742,20612.2,17552.57,17980.51
2019-04-26,34.3,35.48,34.55,34.29,20935.45,-1.36,-3.79,36.632,36.882,38.045,20788.82,16879.2,18210.09
