date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-05-21,10.2,10.42,10.42,10.16,44404.57,0.17,1.66,10.654,10.838,11.742,54334.52,53528.26,84980.4
2019-05-20,10.31,10.47,10.25,9.89,54153.0,-0.15,-1.44,10.75,10.894,11.89,54147.26,54930.48,85673.58
2019-05-17,11.1,11.15,10.4,10.24,78553.99,-0.73,-6.56,10.936,10.937,12.063,51626.11,58001.01,87150.41
2019-05-16,11.0,11.14,11.13,10.98,47170.27,0.06,0.54,11.104,11.084,12.221,51117.93,55413.79,86058.85
2019-05-15,11.0,11.08,11.07,10.92,47390.77,0.17,1.56,11.058,11.129,12.329,51716.19,61559.94,86204.88
2019-05-14,10.99,11.13,10.9,10.88,43468.25,-0.28,-2.5,11.022,11.268,12.444,52721.99,71845.42,85927.34
2019-05-13,11.11,11.22,11.18,11.03,41547.28,-0.06,-0.53,11.038,11.527,12.563,55713.7,84308.47,87335.28
2019-05-10,11.0,11.33,11.24,10.66,76013.1,0.34,3.12,10.938,11.847,12.685,64375.91,104987.53,89040.78
2019-05-09,10.86,11.08,10.9,10.82,50161.56,0.01,0.09,11.064,12.118,12.82,59709.65,115536.53,89573.89
2019-05-08,10.68,11.08,10.89,10.61,52419.77,-0.09,-0.82,11.2,12.387,12.965,71403.69,117827.44,94353.03
2019-05-07,10.84,10.99,10.98,10.45,58426.77,0.3,2.81,11.514,12.646,13.13,90968.85,116432.55,101720.0
2019-05-06,11.45,11.45,10.68,10.68,84858.33,-1.19,-10.03,12.016,12.886,13.276,112903.25,116416.69,104226.33
2019-04-30,11.63,11.98,11.87,11.63,52681.8,0.29,2.5,12.756,13.189,13.441,145599.15,116299.81,108318.12
2019-04-29,12.46,12.54,11.58,11.5,108631.77,-0.88,-7.06,13.172,13.357,13.538,171363.42,116703.9,111491.43
2019-04-26,13.36,13.4,12.46,12.22,150245.56,-1.03,-7.63,13.574,13.529,13.632,164251.18,110849.82,109836.48
2019-04-25,14.16,14.28,13.49,13.4,168098.8,-0.89,-6.19,13.778,13.62,13.665,141896.26,100009.25,105707.65
2019-04-24,13.79,14.45,14.38,13.69,248337.8,0.43,3.08,13.756,13.599,13.668,119930.12,90362.08,100825.76
2019-04-23,13.5,14.36,13.95,13.48,181503.16,0.36,2.65,13.622,13.523,13.606,87000.47,73094.03,92725.18
2019-04-22,13.49,13.77,13.59,13.34,73070.6,0.11,0.82,13.542,13.521,13.587,62044.38,63611.26,87816.87
2019-04-19,13.42,13.55,13.48,13.26,38470.92,0.1,0.75,13.484,13.542,13.602,57448.46,70878.63,90834.24
2019-04-18,13.67,13.79,13.38,13.35,58268.14,-0.33,-2.41,13.462,13.614,13.638,58122.25,87007.46,100853.12
2019-04-17,13.56,13.8,13.71,13.5,83689.54,0.16,1.18,13.442,13.665,13.669,60794.04,92035.97,103055.88
2019-04-16,13.19,13.56,13.55,13.1,56722.71,0.25,1.88,13.424,13.693,13.681,59187.59,100336.43,104851.78
2019-04-15,13.39,13.61,13.3,13.27,50091.0,-0.07,-0.52,13.5,13.718,13.708,65178.13,106278.95,111083.93
2019-04-12,13.29,13.4,13.37,13.25,41839.87,0.09,0.68,13.6,13.734,13.707,84308.79,108823.13,112605.81
2019-04-11,13.6,13.62,13.28,13.23,71627.1,-0.34,-2.5,13.766,13.709,13.698,115892.66,111406.05,116045.63
2019-04-10,13.84,13.84,13.62,13.51,75657.25,-0.31,-2.23,13.888,13.736,13.719,123277.89,111289.44,119630.01
2019-04-09,13.8,13.98,13.93,13.7,86675.43,0.13,0.94,13.962,13.689,13.749,141485.27,112356.32,125634.09
2019-04-08,14.36,14.45,13.8,13.68,145744.3,-0.4,-2.82,13.936,13.653,13.75,147379.77,112022.48,129719.64
2019-04-04,13.89,14.24,14.2,13.83,199759.22,0.31,2.23,13.868,13.661,13.733,133337.47,110789.86,135760.53
2019-04-03,13.89,13.96,13.89,13.67,108553.25,-0.1,-0.71,13.652,13.662,13.766,106919.43,114698.79,142742.08
2019-04-02,13.67,14.0,13.99,13.57,166694.17,0.19,1.38,13.584,13.672,13.781,99300.98,114075.79,148888.46
2019-04-01,13.6,13.83,13.8,13.48,116147.93,0.34,2.53,13.416,13.669,13.78,83227.37,109367.13,151114.54
2019-03-29,13.12,13.49,13.46,13.04,75532.8,0.34,2.59,13.37,13.698,13.794,76665.19,115888.9,160332.16
2019-03-28,13.41,13.44,13.12,13.11,67669.0,-0.43,-3.17,13.454,13.679,13.788,88242.24,116388.49,162863.96
2019-03-27,13.23,13.55,13.55,13.03,70461.0,0.4,3.04,13.672,13.687,13.804,122478.15,120685.22,166990.89
2019-03-26,13.61,13.68,13.15,13.13,86326.13,-0.42,-3.1,13.76,13.702,13.789,128850.59,127970.59,172942.54
2019-03-25,13.55,13.75,13.57,13.32,83337.0,-0.31,-2.23,13.922,13.808,13.787,135506.88,138911.85,180794.18
2019-03-22,14.01,14.1,13.88,13.6,133418.06,-0.33,-2.32,14.026,13.846,13.763,155112.61,147416.8,187670.22
2019-03-21,14.23,14.79,14.21,14.21,238848.55,0.22,1.57,13.904,13.805,13.697,144534.74,160731.2,187211.51
2019-03-20,14.08,14.08,13.99,13.55,102323.21,0.03,0.21,13.702,13.869,13.607,118892.28,170785.36,182300.16
