date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-05-21,5.38,5.5,5.48,5.35,61587.08,0.14,2.62,5.53,5.545,6.028,74527.82,71065.9,122968.86
2019-05-20,5.49,5.49,5.34,5.26,72835.54,-0.18,-3.26,5.536,5.56,6.109,73548.06,72380.48,132074.78
2019-05-17,5.7,5.75,5.52,5.47,97048.5,-0.15,-2.65,5.582,5.585,6.206,71087.15,79882.45,146875.64
2019-05-16,5.64,5.68,5.67,5.6,60164.18,0.03,0.53,5.614,5.654,6.296,72711.9,77754.79,171564.93
2019-05-15,5.55,5.7,5.64,5.53,81003.82,0.13,2.36,5.576,5.706,6.363,72142.88,86264.15,195984.67
2019-05-14,5.49,5.66,5.51,5.47,56688.24,-0.06,-1.08,5.56,5.787,6.412,67603.97,90652.42,197552.86
2019-05-13,5.62,5.67,5.57,5.55,60531.0,-0.11,-1.94,5.584,5.895,6.475,71212.91,100985.4,201327.34
2019-05-10,5.52,5.69,5.68,5.41,105172.27,0.2,3.65,5.588,6.028,6.542,88677.76,111364.48,204363.03
2019-05-09,5.52,5.57,5.48,5.4,57319.07,-0.08,-1.44,5.694,6.154,6.601,82797.68,120129.41,204884.74
2019-05-08,5.5,5.63,5.56,5.44,58309.25,-0.07,-1.24,5.836,6.322,6.672,100385.41,141984.76,212100.74
2019-05-07,5.66,5.7,5.63,5.49,74732.94,0.04,0.72,6.014,6.51,6.742,113700.87,174871.82,222360.74
2019-05-06,5.8,5.93,5.59,5.59,147855.25,-0.62,-9.98,6.206,6.657,6.812,130757.9,191769.07,235023.58
2019-04-30,6.1,6.25,6.21,6.1,75771.9,0.02,0.32,6.468,6.827,6.873,134051.2,213868.82,239987.51
2019-04-29,6.44,6.49,6.19,6.07,145257.73,-0.26,-4.03,6.614,6.937,6.91,157461.13,265375.06,251066.75
2019-04-26,6.52,6.63,6.45,6.43,124886.53,-0.14,-2.12,6.808,7.02,6.938,183584.1,305705.19,255023.79
2019-04-25,6.92,6.93,6.59,6.57,160018.09,-0.31,-4.49,7.006,7.037,6.953,236042.77,304453.29,264041.04
2019-04-24,6.97,7.0,6.9,6.71,164321.75,-0.04,-0.58,7.108,7.054,6.966,252780.24,301669.27,269060.42
2019-04-23,7.12,7.12,6.94,6.9,192821.56,-0.22,-3.07,7.186,7.055,6.958,293686.44,297361.58,276622.13
2019-04-22,7.5,7.55,7.16,7.12,275872.59,-0.28,-3.76,7.26,7.048,6.946,373288.99,289640.06,285428.76
2019-04-19,7.1,7.44,7.44,7.08,387179.88,0.34,4.79,7.232,7.022,6.945,427826.28,282216.73,297079.34
2019-04-18,7.2,7.39,7.1,7.07,243705.44,-0.19,-2.61,7.068,6.974,6.917,372863.81,269849.66,299068.31
2019-04-17,7.27,7.46,7.29,7.17,368852.75,-0.02,-0.27,7.0,6.966,6.9,350558.3,278278.09,299836.69
2019-04-16,6.92,7.43,7.31,6.87,590834.31,0.29,4.13,6.924,6.919,6.864,301036.71,266106.21,289948.44
2019-04-15,6.92,7.26,7.02,6.85,548559.0,0.4,6.04,6.836,6.883,6.824,205991.13,236758.44,268038.1
2019-04-12,6.75,6.79,6.62,6.56,112367.57,-0.14,-2.07,6.812,6.855,6.791,136607.17,204342.39,245520.59
2019-04-11,6.92,6.97,6.76,6.75,132177.88,-0.15,-2.17,6.88,6.868,6.772,166835.5,223628.78,246402.99
2019-04-10,6.85,6.92,6.91,6.77,121244.78,0.04,0.58,6.932,6.877,6.754,205997.87,236451.57,245926.67
2019-04-09,6.89,6.92,6.87,6.79,115606.44,-0.03,-0.43,6.914,6.861,6.732,231175.7,255882.68,247960.57
2019-04-08,7.0,7.04,6.9,6.75,201639.2,-0.06,-0.86,6.93,6.843,6.71,267525.74,281217.45,249180.25
2019-04-04,7.1,7.14,6.96,6.9,263509.19,-0.06,-0.85,6.898,6.868,6.677,272077.61,311941.96,250546.96
2019-04-03,6.76,7.06,7.02,6.72,327989.75,0.2,2.93,6.856,6.86,6.666,280422.07,328286.97,252152.75
2019-04-02,7.06,7.09,6.82,6.79,247133.94,-0.13,-1.87,6.822,6.833,6.649,266905.27,321395.3,250864.57
2019-04-01,6.74,7.02,6.95,6.74,297356.62,0.21,3.12,6.808,6.808,6.636,280589.65,313790.67,247896.11
2019-03-29,6.63,6.82,6.74,6.52,224398.56,-0.01,-0.15,6.756,6.765,6.614,294909.15,299317.76,245358.23
2019-03-28,6.76,7.08,6.75,6.65,305231.47,-0.1,-1.46,6.838,6.727,6.598,351806.3,286698.78,240240.41
2019-03-27,6.65,6.93,6.85,6.53,260405.77,0.1,1.48,6.864,6.676,6.584,376151.87,269177.19,235253.65
2019-03-26,6.59,7.06,6.75,6.45,315555.81,0.06,0.9,6.844,6.63,6.559,375885.32,255401.76,232821.82
2019-03-25,7.0,7.05,6.69,6.69,368954.16,-0.46,-6.43,6.808,6.602,6.545,346991.68,240038.47,233662.09
