date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-05-21,27.95,30.15,29.25,27.95,19558.0,0.97,3.43,29.316,28.02,28.561,27796.32,22309.14,20901.23
2019-05-20,28.95,28.96,28.28,26.8,15511.0,-0.1,-0.35,28.88,27.735,28.759,27891.52,22113.89,21406.53
2019-05-17,30.0,30.46,28.38,28.18,28905.69,-2.51,-8.13,28.564,27.471,29.065,27829.95,22491.59,22895.2
2019-05-16,29.79,31.8,30.89,29.0,46522.88,1.11,3.73,28.364,27.422,29.318,26577.12,20917.12,23192.53
2019-05-15,27.05,29.78,29.78,27.05,28484.01,2.71,10.01,27.406,27.036,29.419,19943.77,18332.33,22038.58
2019-05-14,26.05,28.36,27.07,26.05,20034.0,0.37,1.39,26.724,26.964,29.582,16821.97,16986.33,22344.58
2019-05-13,26.72,27.2,26.7,26.59,15203.15,-0.68,-2.48,26.59,27.153,29.931,16336.26,17140.03,23378.48
2019-05-10,26.32,27.7,27.38,25.9,22641.54,1.28,4.9,26.378,27.579,30.351,17153.24,17541.21,25275.87
2019-05-09,26.45,26.73,26.1,26.01,13356.15,-0.27,-1.02,26.48,27.881,30.791,15257.12,17402.92,27723.39
2019-05-08,25.87,26.82,26.37,25.7,12875.0,-0.03,-0.11,26.666,28.439,31.206,16720.89,18855.12,29806.27
2019-05-07,26.56,26.85,26.4,26.14,17605.47,0.76,2.96,27.204,29.102,31.637,17150.69,19493.32,33765.57
2019-05-06,27.01,27.43,25.64,25.18,19288.02,-2.25,-8.07,27.716,29.782,31.95,17943.79,20699.17,35160.79
2019-04-30,27.04,28.01,27.89,27.04,13160.95,0.86,3.18,28.78,30.659,32.32,17929.19,23298.81,37730.65
2019-04-29,29.08,29.38,27.03,26.98,20675.0,-2.03,-6.99,29.282,31.213,32.532,19548.73,25467.94,39403.62
2019-04-26,28.8,29.69,29.06,28.51,15024.02,0.1,0.34,30.212,31.802,32.708,20989.35,25744.84,41069.29
2019-04-25,30.9,30.9,28.96,28.95,21570.97,-2.0,-6.46,31.0,32.2,32.831,21835.94,27702.83,42685.24
2019-04-24,31.0,31.0,30.96,30.4,19215.02,0.56,1.84,31.848,32.708,32.92,23454.55,29616.93,43037.24
2019-04-23,32.05,32.05,30.4,30.16,21258.64,-1.28,-4.04,32.538,33.122,32.923,28668.42,33010.52,43699.09
2019-04-22,32.56,32.71,31.68,31.6,27878.08,-1.32,-4.0,33.144,33.701,33.006,31387.15,38043.86,44000.95
2019-04-19,33.19,33.69,33.0,32.74,19257.0,-0.2,-0.6,33.392,33.973,33.072,30500.33,40757.43,44510.7
2019-04-18,34.3,34.4,33.2,33.18,29664.0,-1.21,-3.52,33.4,34.171,33.121,33569.72,48037.83,46592.11
2019-04-17,33.4,34.98,34.41,33.04,45284.37,0.98,2.93,33.568,34.118,33.1,35779.31,49622.41,47158.79
2019-04-16,32.75,33.48,33.43,31.3,34852.31,0.51,1.55,33.706,33.98,32.993,37352.63,52162.5,46790.79
2019-04-15,33.87,33.9,32.92,32.91,23443.96,-0.12,-0.36,34.258,33.851,32.959,44700.57,53339.3,47296.81
2019-04-12,33.86,34.35,33.04,32.05,34603.95,-1.0,-2.94,34.554,33.613,32.92,51014.53,56393.73,49299.57
2019-04-11,35.1,35.98,34.04,33.8,40711.95,-1.06,-3.02,34.942,33.462,32.935,62505.94,57667.64,52124.08
2019-04-10,35.53,36.36,35.1,34.92,53150.97,-1.09,-3.01,34.668,33.132,33.085,63465.52,56457.55,56904.39
2019-04-09,34.44,36.58,36.19,33.75,71592.02,1.79,5.2,34.254,32.723,33.388,66972.38,54387.65,62121.35
2019-04-08,34.1,34.98,34.4,33.8,55013.77,-0.58,-1.66,33.444,32.311,33.449,61978.03,49958.05,66719.26
2019-04-04,32.67,35.9,34.98,31.75,92061.0,2.31,7.07,32.672,32.171,33.429,61772.93,48263.97,66376.96
2019-04-03,32.55,33.96,32.67,32.37,45509.82,-0.36,-1.09,31.982,32.071,33.226,52829.34,45146.38,65709.69
2019-04-02,32.11,34.78,33.03,31.96,70685.27,0.89,2.77,31.596,32.082,32.998,49449.58,44695.16,66463.61
2019-04-01,30.99,32.59,32.14,30.79,46620.3,1.6,5.24,31.192,32.005,32.703,41802.92,41419.08,64767.29
2019-03-29,30.0,31.0,30.54,28.4,53988.28,-0.99,-3.14,31.178,32.066,32.429,37938.06,41254.32,64520.83
2019-03-28,31.28,32.99,31.53,31.28,47343.04,0.79,2.57,31.67,32.227,32.219,34755.01,42205.41,64322.18
2019-03-27,31.18,31.58,30.74,30.03,28611.0,-0.27,-0.87,32.16,32.408,32.003,37463.42,46580.52,65544.68
2019-03-26,32.24,32.95,31.01,30.18,32452.0,-1.06,-3.31,32.568,33.038,31.735,39940.75,57351.23,65255.13
