,ts_code,symbol,name,area,industry,fullname,list_status
1839,300459.SZ,300459,金科文化,浙江,化工原料,浙江金科文化产业股份有限公司,L
1840,300460.SZ,300460,惠伦晶体,广东,元器件,广东惠伦晶体科技股份有限公司,L
1841,300461.SZ,300461,田中精机,浙江,专用机械,浙江田中精机股份有限公司,L
1842,300462.SZ,300462,华铭智能,上海,专用机械,上海华铭智能终端设备股份有限公司,L
1843,300463.SZ,300463,迈克生物,四川,医疗保健,迈克生物股份有限公司,L
1844,300464.SZ,300464,星徽精密,广东,机械基件,广东星徽精密制造股份有限公司,L
1845,300465.SZ,300465,高伟达,北京,软件服务,高伟达软件股份有限公司,L
1846,300466.SZ,300466,赛摩电气,江苏,电器仪表,赛摩电气股份有限公司,L
1847,300467.SZ,300467,迅游科技,四川,互联网,四川迅游网络科技股份有限公司,L
1848,300468.SZ,300468,四方精创,深圳,软件服务,深圳四方精创资讯股份有限公司,L
1849,300469.SZ,300469,信息发展,上海,软件服务,上海中信信息发展股份有限公司,L
1850,300470.SZ,300470,日机密封,四川,机械基件,四川日机密封件股份有限公司,L
1851,300471.SZ,300471,厚普股份,四川,专用机械,成都华气厚普机电设备股份有限公司,L
1852,300472.SZ,300472,新元科技,北京,专用机械,北京万向新元科技股份有限公司,L
1853,300473.SZ,300473,德尔股份,辽宁,汽车配件,阜新德尔汽车部件股份有限公司,L
1854,300474.SZ,300474,景嘉微,湖南,元器件,长沙景嘉微电子股份有限公司,L
1855,300475.SZ,300475,聚隆科技,安徽,专用机械,安徽聚隆传动科技股份有限公司,L
1856,300476.SZ,300476,胜宏科技,广东,元器件,胜宏科技(惠州)股份有限公司,L
1857,300477.SZ,300477,合纵科技,北京,电气设备,北京合纵科技股份有限公司,L
1858,300478.SZ,300478,杭州高新,浙江,橡胶,杭州高新橡塑材料股份有限公司,L
1859,300479.SZ,300479,神思电子,山东,软件服务,神思电子技术股份有限公司,L
1860,300480.SZ,300480,光力科技,河南,电器仪表,光力科技股份有限公司,L
1861,300481.SZ,300481,濮阳惠成,河南,化工原料,濮阳惠成电子材料股份有限公司,L
1862,300482.SZ,300482,万孚生物,广东,生物制药,广州万孚生物技术股份有限公司,L
1863,300483.SZ,300483,沃施股份,上海,专用机械,上海沃施园艺股份有限公司,L
1864,300484.SZ,300484,蓝海华腾,深圳,电气设备,深圳市蓝海华腾技术股份有限公司,L
1865,300485.SZ,300485,赛升药业,北京,生物制药,北京赛升药业股份有限公司,L
1866,300486.SZ,300486,东杰智能,山西,专用机械,山西东杰智能物流装备股份有限公司,L
1867,300487.SZ,300487,蓝晓科技,陕西,化工原料,西安蓝晓科技新材料股份有限公司,L
1868,300488.SZ,300488,恒锋工具,浙江,机械基件,恒锋工具股份有限公司,L
1869,300489.SZ,300489,中飞股份,黑龙江,铝,哈尔滨中飞新技术股份有限公司,L
1870,300490.SZ,300490,华自科技,湖南,电气设备,华自科技股份有限公司,L
1871,300491.SZ,300491,通合科技,河北,电气设备,石家庄通合电子科技股份有限公司,L
1872,300492.SZ,300492,山鼎设计,四川,建筑施工,山鼎设计股份有限公司,L
1873,300493.SZ,300493,润欣科技,上海,通信设备,上海润欣科技股份有限公司,L
1874,300494.SZ,300494,盛天网络,湖北,互联网,湖北盛天网络技术股份有限公司,L
1875,300495.SZ,300495,美尚生态,江苏,环境保护,美尚生态景观股份有限公司,L
1876,300496.SZ,300496,中科创达,北京,软件服务,中科创达软件股份有限公司,L
1877,300497.SZ,300497,富祥股份,江西,化学制药,江西富祥药业股份有限公司,L
1878,300498.SZ,300498,温氏股份,广东,农业综合,温氏食品集团股份有限公司,L
1879,300499.SZ,300499,高澜股份,广东,专用机械,广州高澜节能技术股份有限公司,L
1880,300500.SZ,300500,启迪设计,江苏,建筑施工,启迪设计集团股份有限公司,L
1881,300501.SZ,300501,海顺新材,上海,广告包装,上海海顺新型药用包装材料股份有限公司,L
1882,300502.SZ,300502,新易盛,四川,通信设备,成都新易盛通信技术股份有限公司,L
1883,300503.SZ,300503,昊志机电,广东,机械基件,广州市昊志机电股份有限公司,L
1884,300504.SZ,300504,天邑股份,四川,通信设备,四川天邑康和通信股份有限公司,L
1885,300505.SZ,300505,川金诺,云南,化工原料,昆明川金诺化工股份有限公司,L
1886,300506.SZ,300506,名家汇,深圳,建筑施工,深圳市名家汇科技股份有限公司,L
1887,300507.SZ,300507,苏奥传感,江苏,汽车配件,江苏奥力威传感高科股份有限公司,L
1888,300508.SZ,300508,维宏股份,上海,软件服务,上海维宏电子科技股份有限公司,L
1889,300509.SZ,300509,新美星,江苏,专用机械,江苏新美星包装机械股份有限公司,L
1890,300510.SZ,300510,金冠股份,吉林,电气设备,吉林省金冠电气股份有限公司,L
1891,300511.SZ,300511,雪榕生物,上海,种植业,上海雪榕生物科技股份有限公司,L
1892,300512.SZ,300512,中亚股份,浙江,专用机械,杭州中亚机械股份有限公司,L
1893,300513.SZ,300513,恒实科技,北京,软件服务,北京恒泰实达科技股份有限公司,L
1894,300514.SZ,300514,友讯达,深圳,通信设备,深圳友讯达科技股份有限公司,L
1895,300515.SZ,300515,三德科技,湖南,电器仪表,湖南三德科技股份有限公司,L
1896,300516.SZ,300516,久之洋,湖北,电器仪表,湖北久之洋红外系统股份有限公司,L
1897,300517.SZ,300517,海波重科,湖北,建筑施工,海波重型工程科技股份有限公司,L
1898,300518.SZ,300518,盛讯达,深圳,软件服务,深圳市盛讯达科技股份有限公司,L
1899,300519.SZ,300519,新光药业,浙江,中成药,浙江新光药业股份有限公司,L
1900,300520.SZ,300520,科大国创,安徽,软件服务,科大国创软件股份有限公司,L
1901,300521.SZ,300521,爱司凯,广东,专用机械,爱司凯科技股份有限公司,L
1902,300522.SZ,300522,世名科技,江苏,染料涂料,苏州世名科技股份有限公司,L
1903,300523.SZ,300523,辰安科技,北京,软件服务,北京辰安科技股份有限公司,L
1904,300525.SZ,300525,博思软件,福建,软件服务,福建博思软件股份有限公司,L
1905,300526.SZ,300526,中潜股份,广东,专用机械,中潜股份有限公司,L
1906,300527.SZ,300527,中国应急,湖北,专用机械,中国船舶重工集团应急预警与救援装备股份有限公司,L
1907,300528.SZ,300528,幸福蓝海,江苏,影视音像,幸福蓝海影视文化集团股份有限公司,L
1908,300529.SZ,300529,健帆生物,广东,医疗保健,健帆生物科技集团股份有限公司,L
1909,300530.SZ,300530,达志科技,广东,化工原料,广东达志环保科技股份有限公司,L
1910,300531.SZ,300531,优博讯,深圳,软件服务,深圳市优博讯科技股份有限公司,L
1911,300532.SZ,300532,今天国际,深圳,软件服务,深圳市今天国际物流技术股份有限公司,L
1912,300533.SZ,300533,冰川网络,深圳,软件服务,深圳冰川网络股份有限公司,L
1913,300534.SZ,300534,陇神戎发,甘肃,中成药,甘肃陇神戎发药业股份有限公司,L
1914,300535.SZ,300535,达威股份,四川,化工原料,四川达威科技股份有限公司,L
1915,300536.SZ,300536,农尚环境,湖北,建筑施工,武汉农尚环境股份有限公司,L
1916,300537.SZ,300537,广信材料,江苏,染料涂料,江苏广信感光新材料股份有限公司,L
1917,300538.SZ,300538,同益股份,深圳,批发业,深圳市同益实业股份有限公司,L
1918,300539.SZ,300539,横河模具,浙江,塑料,宁波横河模具股份有限公司,L
1919,300540.SZ,300540,深冷股份,四川,专用机械,成都深冷液化设备股份有限公司,L
1920,300541.SZ,300541,先进数通,北京,软件服务,北京先进数通信息技术股份公司,L
1921,300542.SZ,300542,新晨科技,北京,软件服务,新晨科技股份有限公司,L
1922,300543.SZ,300543,朗科智能,深圳,电气设备,深圳市朗科智能电气股份有限公司,L
1923,300545.SZ,300545,联得装备,深圳,专用机械,深圳市联得自动化装备股份有限公司,L
1924,300546.SZ,300546,雄帝科技,深圳,元器件,深圳市雄帝科技股份有限公司,L
1925,300547.SZ,300547,川环科技,四川,橡胶,四川川环科技股份有限公司,L
1926,300548.SZ,300548,博创科技,浙江,元器件,博创科技股份有限公司,L
1927,300549.SZ,300549,优德精密,江苏,专用机械,优德精密工业(昆山)股份有限公司,L
1928,300550.SZ,300550,和仁科技,浙江,软件服务,浙江和仁科技股份有限公司,L
1929,300551.SZ,300551,古鳌科技,上海,专用机械,上海古鳌电子科技股份有限公司,L
1930,300552.SZ,300552,万集科技,北京,软件服务,北京万集科技股份有限公司,L
1931,300553.SZ,300553,集智股份,浙江,电器仪表,杭州集智机电股份有限公司,L
1932,300554.SZ,300554,三超新材,江苏,矿物制品,南京三超新材料股份有限公司,L
1933,300555.SZ,300555,路通视信,江苏,通信设备,无锡路通视信网络股份有限公司,L
1934,300556.SZ,300556,丝路视觉,深圳,软件服务,丝路视觉科技股份有限公司,L
1935,300557.SZ,300557,理工光科,湖北,电器仪表,武汉理工光科股份有限公司,L
1936,300558.SZ,300558,贝达药业,浙江,化学制药,贝达药业股份有限公司,L
1937,300559.SZ,300559,佳发教育,四川,软件服务,成都佳发安泰教育科技股份有限公司,L
1938,300560.SZ,300560,中富通,福建,通信设备,中富通集团股份有限公司,L
1939,300561.SZ,300561,汇金科技,广东,软件服务,珠海汇金科技股份有限公司,L
1940,300562.SZ,300562,乐心医疗,广东,医疗保健,广东乐心医疗电子股份有限公司,L
1941,300563.SZ,300563,神宇股份,江苏,通信设备,神宇通信科技股份公司,L
1942,300565.SZ,300565,科信技术,深圳,通信设备,深圳市科信通信技术股份有限公司,L
1943,300566.SZ,300566,激智科技,浙江,元器件,宁波激智科技股份有限公司,L
1944,300567.SZ,300567,精测电子,湖北,电器仪表,武汉精测电子集团股份有限公司,L
1945,300568.SZ,300568,星源材质,深圳,化工原料,深圳市星源材质科技股份有限公司,L
1946,300569.SZ,300569,天能重工,山东,专用机械,青岛天能重工股份有限公司,L
1947,300570.SZ,300570,太辰光,深圳,元器件,深圳太辰光通信股份有限公司,L
1948,300571.SZ,300571,平治信息,浙江,互联网,杭州平治信息技术股份有限公司,L
1949,300572.SZ,300572,安车检测,深圳,电器仪表,深圳市安车检测股份有限公司,L
1950,300573.SZ,300573,兴齐眼药,辽宁,化学制药,沈阳兴齐眼药股份有限公司,L
1951,300575.SZ,300575,中旗股份,江苏,农药化肥,江苏中旗科技股份有限公司,L
1952,300576.SZ,300576,容大感光,深圳,染料涂料,深圳市容大感光科技股份有限公司,L
1953,300577.SZ,300577,开润股份,安徽,纺织,安徽开润股份有限公司,L
1954,300578.SZ,300578,会畅通讯,上海,通信设备,上海会畅通讯股份有限公司,L
1955,300579.SZ,300579,数字认证,北京,软件服务,北京数字认证股份有限公司,L
1956,300580.SZ,300580,贝斯特,江苏,汽车配件,无锡贝斯特精机股份有限公司,L
1957,300581.SZ,300581,晨曦航空,陕西,航空,西安晨曦航空科技股份有限公司,L
1958,300582.SZ,300582,英飞特,浙江,半导体,英飞特电子(杭州)股份有限公司,L
1959,300583.SZ,300583,赛托生物,山东,生物制药,山东赛托生物科技股份有限公司,L
1960,300584.SZ,300584,海辰药业,江苏,化学制药,南京海辰药业股份有限公司,L
1961,300585.SZ,300585,奥联电子,江苏,汽车配件,南京奥联汽车电子电器股份有限公司,L
1962,300586.SZ,300586,美联新材,广东,化工原料,广东美联新材料股份有限公司,L
1963,300587.SZ,300587,天铁股份,浙江,橡胶,浙江天铁实业股份有限公司,L
1964,300588.SZ,300588,熙菱信息,新疆,软件服务,新疆熙菱信息技术股份有限公司,L
1965,300589.SZ,300589,江龙船艇,广东,船舶,江龙船艇科技股份有限公司,L
1966,300590.SZ,300590,移为通信,上海,通信设备,上海移为通信技术股份有限公司,L
1967,300591.SZ,300591,万里马,广东,服饰,广东万里马实业股份有限公司,L
1968,300592.SZ,300592,华凯创意,湖南,软件服务,湖南华凯文化创意股份有限公司,L
1969,300593.SZ,300593,新雷能,北京,电气设备,北京新雷能科技股份有限公司,L
1970,300595.SZ,300595,欧普康视,安徽,医疗保健,欧普康视科技股份有限公司,L
1971,300596.SZ,300596,利安隆,天津,化工原料,天津利安隆新材料股份有限公司,L
1972,300597.SZ,300597,吉大通信,吉林,通信设备,吉林吉大通信设计院股份有限公司,L
1973,300598.SZ,300598,诚迈科技,江苏,软件服务,诚迈科技(南京)股份有限公司,L
1974,300599.SZ,300599,雄塑科技,广东,塑料,广东雄塑科技集团股份有限公司,L
1975,300600.SZ,300600,瑞特股份,江苏,电气设备,常熟瑞特电气股份有限公司,L
1976,300601.SZ,300601,康泰生物,深圳,生物制药,深圳康泰生物制品股份有限公司,L
1977,300602.SZ,300602,飞荣达,深圳,元器件,深圳市飞荣达科技股份有限公司,L
1978,300603.SZ,300603,立昂技术,新疆,通信设备,立昂技术股份有限公司,L
1979,300604.SZ,300604,长川科技,浙江,专用机械,杭州长川科技股份有限公司,L
1980,300605.SZ,300605,恒锋信息,福建,软件服务,恒锋信息科技股份有限公司,L
1981,300606.SZ,300606,金太阳,广东,矿物制品,东莞金太阳研磨股份有限公司,L
1982,300607.SZ,300607,拓斯达,广东,专用机械,广东拓斯达科技股份有限公司,L
1983,300608.SZ,300608,思特奇,北京,软件服务,北京思特奇信息技术股份有限公司,L
1984,300609.SZ,300609,汇纳科技,上海,互联网,汇纳科技股份有限公司,L
1985,300610.SZ,300610,晨化股份,江苏,化工原料,扬州晨化新材料股份有限公司,L
1986,300611.SZ,300611,美力科技,浙江,机械基件,浙江美力科技股份有限公司,L
1987,300612.SZ,300612,宣亚国际,北京,广告包装,宣亚国际品牌管理(北京)股份有限公司,L
1988,300613.SZ,300613,富瀚微,上海,半导体,上海富瀚微电子股份有限公司,L
1989,300615.SZ,300615,欣天科技,深圳,元器件,深圳市欣天科技股份有限公司,L
1990,300616.SZ,300616,尚品宅配,广东,家居用品,广州尚品宅配家居股份有限公司,L
1991,300617.SZ,300617,安靠智电,江苏,电气设备,江苏安靠智能输电工程科技股份有限公司,L
1992,300618.SZ,300618,寒锐钴业,江苏,小金属,南京寒锐钴业股份有限公司,L
1993,300619.SZ,300619,金银河,广东,专用机械,佛山市金银河智能装备股份有限公司,L
1994,300620.SZ,300620,光库科技,广东,元器件,珠海光库科技股份有限公司,L
1995,300621.SZ,300621,维业股份,深圳,装修装饰,深圳市维业装饰集团股份有限公司,L
1996,300622.SZ,300622,博士眼镜,深圳,其他商业,博士眼镜连锁股份有限公司,L
1997,300623.SZ,300623,捷捷微电,江苏,半导体,江苏捷捷微电子股份有限公司,L
1998,300624.SZ,300624,万兴科技,西藏,软件服务,万兴科技集团股份有限公司,L
1999,300625.SZ,300625,三雄极光,广东,半导体,广东三雄极光照明股份有限公司,L
2000,300626.SZ,300626,华瑞股份,浙江,电气设备,华瑞电器股份有限公司,L
2001,300627.SZ,300627,华测导航,上海,通信设备,上海华测导航技术股份有限公司,L
2002,300628.SZ,300628,亿联网络,福建,通信设备,厦门亿联网络技术股份有限公司,L
2003,300629.SZ,300629,新劲刚,广东,矿物制品,广东新劲刚新材料科技股份有限公司,L
2004,300630.SZ,300630,普利制药,海南,化学制药,海南普利制药股份有限公司,L
2005,300631.SZ,300631,久吾高科,江苏,环境保护,江苏久吾高科技股份有限公司,L
2006,300632.SZ,300632,光莆股份,福建,半导体,厦门光莆电子股份有限公司,L
2007,300633.SZ,300633,开立医疗,深圳,医疗保健,深圳开立生物医疗科技股份有限公司,L
2008,300634.SZ,300634,彩讯股份,深圳,软件服务,彩讯科技股份有限公司,L
2009,300635.SZ,300635,达安股份,广东,建筑施工,中达安股份有限公司,L
2010,300636.SZ,300636,同和药业,江西,化学制药,江西同和药业股份有限公司,L
2011,300637.SZ,300637,扬帆新材,浙江,化工原料,浙江扬帆新材料股份有限公司,L
2012,300638.SZ,300638,广和通,深圳,通信设备,深圳市广和通无线股份有限公司,L
2013,300639.SZ,300639,凯普生物,广东,医疗保健,广东凯普生物科技股份有限公司,L
2014,300640.SZ,300640,德艺文创,福建,文教休闲,德艺文化创意集团股份有限公司,L
2015,300641.SZ,300641,正丹股份,江苏,化工原料,江苏正丹化学工业股份有限公司,L
2016,300642.SZ,300642,透景生命,上海,医疗保健,上海透景生命科技股份有限公司,L
2017,300643.SZ,300643,万通智控,浙江,汽车配件,万通智控科技股份有限公司,L
2018,300644.SZ,300644,南京聚隆,江苏,塑料,南京聚隆科技股份有限公司,L
2019,300645.SZ,300645,正元智慧,浙江,软件服务,浙江正元智慧科技股份有限公司,L
2020,300647.SZ,300647,超频三,深圳,元器件,深圳市超频三科技股份有限公司,L
2021,300648.SZ,300648,星云股份,福建,电器仪表,福建星云电子股份有限公司,L
2022,300649.SZ,300649,杭州园林,浙江,建筑施工,杭州园林设计院股份有限公司,L
2023,300650.SZ,300650,太龙照明,福建,电气设备,太龙(福建)商业照明股份有限公司,L
2024,300651.SZ,300651,金陵体育,江苏,文教休闲,江苏金陵体育器材股份有限公司,L
2025,300652.SZ,300652,雷迪克,浙江,汽车配件,杭州雷迪克节能科技股份有限公司,L
2026,300653.SZ,300653,正海生物,山东,医疗保健,烟台正海生物科技股份有限公司,L
2027,300654.SZ,300654,世纪天鸿,山东,出版业,世纪天鸿教育科技股份有限公司,L
2028,300655.SZ,300655,晶瑞股份,江苏,化工原料,苏州晶瑞化学股份有限公司,L
2029,300656.SZ,300656,民德电子,深圳,电脑设备,深圳市民德电子科技股份有限公司,L
2030,300657.SZ,300657,弘信电子,福建,元器件,厦门弘信电子科技股份有限公司,L
2031,300658.SZ,300658,延江股份,福建,纺织,厦门延江新材料股份有限公司,L
2032,300659.SZ,300659,中孚信息,山东,软件服务,中孚信息股份有限公司,L
2033,300660.SZ,300660,江苏雷利,江苏,电气设备,江苏雷利电机股份有限公司,L
2034,300661.SZ,300661,圣邦股份,北京,元器件,圣邦微电子(北京)股份有限公司,L
2035,300662.SZ,300662,科锐国际,北京,综合类,北京科锐国际人力资源股份有限公司,L
2036,300663.SZ,300663,科蓝软件,北京,软件服务,北京科蓝软件系统股份有限公司,L
2037,300664.SZ,300664,鹏鹞环保,江苏,环境保护,鹏鹞环保股份有限公司,L
2038,300665.SZ,300665,飞鹿股份,湖南,染料涂料,株洲飞鹿高新材料技术股份有限公司,L
2039,300666.SZ,300666,江丰电子,浙江,元器件,宁波江丰电子材料股份有限公司,L
2040,300667.SZ,300667,必创科技,北京,电器仪表,北京必创科技股份有限公司,L
2041,300668.SZ,300668,杰恩设计,深圳,装修装饰,深圳市杰恩创意设计股份有限公司,L
2042,300669.SZ,300669,沪宁股份,浙江,机械基件,杭州沪宁电梯部件股份有限公司,L
2043,300670.SZ,300670,大烨智能,江苏,电气设备,江苏大烨智能电气股份有限公司,L
2044,300671.SZ,300671,富满电子,深圳,半导体,深圳市富满电子集团股份有限公司,L
2045,300672.SZ,300672,国科微,湖南,半导体,湖南国科微电子股份有限公司,L
2046,300673.SZ,300673,佩蒂股份,浙江,饲料,佩蒂动物营养科技股份有限公司,L
2047,300674.SZ,300674,宇信科技,北京,软件服务,北京宇信科技集团股份有限公司,L
2048,300675.SZ,300675,建科院,深圳,建筑施工,深圳市建筑科学研究院股份有限公司,L
2049,300676.SZ,300676,华大基因,深圳,医疗保健,深圳华大基因股份有限公司,L
2050,300677.SZ,300677,英科医疗,山东,医疗保健,山东英科医疗用品股份有限公司,L
2051,300678.SZ,300678,中科信息,四川,软件服务,中科院成都信息技术股份有限公司,L
2052,300679.SZ,300679,电连技术,深圳,元器件,电连技术股份有限公司,L
2053,300680.SZ,300680,隆盛科技,江苏,汽车配件,无锡隆盛科技股份有限公司,L
2054,300681.SZ,300681,英搏尔,广东,元器件,珠海英搏尔电气股份有限公司,L
2055,300682.SZ,300682,朗新科技,江苏,软件服务,朗新科技股份有限公司,L
2056,300683.SZ,300683,海特生物,湖北,生物制药,武汉海特生物制药股份有限公司,L
2057,300684.SZ,300684,中石科技,北京,化工原料,北京中石伟业科技股份有限公司,L
2058,300685.SZ,300685,艾德生物,福建,生物制药,厦门艾德生物医药科技股份有限公司,L
2059,300686.SZ,300686,智动力,深圳,元器件,深圳市智动力精密技术股份有限公司,L
2060,300687.SZ,300687,赛意信息,广东,软件服务,广州赛意信息科技股份有限公司,L
2061,300688.SZ,300688,创业黑马,北京,综合类,创业黑马(北京)科技股份有限公司,L
2062,300689.SZ,300689,澄天伟业,深圳,元器件,深圳市澄天伟业科技股份有限公司,L
2063,300690.SZ,300690,双一科技,山东,电气设备,山东双一科技股份有限公司,L
2064,300691.SZ,300691,联合光电,广东,元器件,中山联合光电科技股份有限公司,L
2065,300692.SZ,300692,中环环保,安徽,环境保护,安徽中环环保科技股份有限公司,L
2066,300693.SZ,300693,盛弘股份,深圳,电气设备,深圳市盛弘电气股份有限公司,L
2067,300694.SZ,300694,蠡湖股份,江苏,汽车配件,无锡蠡湖增压技术股份有限公司,L
2068,300695.SZ,300695,兆丰股份,浙江,汽车配件,浙江兆丰机电股份有限公司,L
2069,300696.SZ,300696,爱乐达,四川,航空,成都爱乐达航空制造股份有限公司,L
2070,300697.SZ,300697,电工合金,江苏,铜,江阴电工合金股份有限公司,L
2071,300698.SZ,300698,万马科技,浙江,通信设备,万马科技股份有限公司,L
2072,300699.SZ,300699,光威复材,山东,化工原料,威海光威复合材料股份有限公司,L
2073,300700.SZ,300700,岱勒新材,湖南,矿物制品,长沙岱勒新材料科技股份有限公司,L
2074,300701.SZ,300701,森霸传感,河南,元器件,森霸传感科技股份有限公司,L
2075,300702.SZ,300702,天宇股份,浙江,化学制药,浙江天宇药业股份有限公司,L
2076,300703.SZ,300703,创源文化,浙江,文教休闲,宁波创源文化发展股份有限公司,L
2077,300705.SZ,300705,九典制药,湖南,化学制药,湖南九典制药股份有限公司,L
2078,300706.SZ,300706,阿石创,福建,元器件,福建阿石创新材料股份有限公司,L
2079,300707.SZ,300707,威唐工业,江苏,专用机械,无锡威唐工业技术股份有限公司,L
2080,300708.SZ,300708,聚灿光电,江苏,半导体,聚灿光电科技股份有限公司,L
2081,300709.SZ,300709,精研科技,江苏,元器件,江苏精研科技股份有限公司,L
2082,300710.SZ,300710,万隆光电,浙江,通信设备,杭州万隆光电设备股份有限公司,L
2083,300711.SZ,300711,广哈通信,广东,通信设备,广州广哈通信股份有限公司,L
2084,300712.SZ,300712,永福股份,福建,建筑施工,福建永福电力设计股份有限公司,L
2085,300713.SZ,300713,英可瑞,深圳,电气设备,深圳市英可瑞科技股份有限公司,L
2086,300715.SZ,300715,凯伦股份,江苏,其他建材,江苏凯伦建材股份有限公司,L
2087,300716.SZ,300716,国立科技,广东,塑料,广东国立科技股份有限公司,L
2088,300717.SZ,300717,华信新材,江苏,塑料,江苏华信新材料股份有限公司,L
2089,300718.SZ,300718,长盛轴承,浙江,机械基件,浙江长盛滑动轴承股份有限公司,L
2090,300719.SZ,300719,安达维尔,北京,航空,北京安达维尔科技股份有限公司,L
2091,300720.SZ,300720,海川智能,广东,电器仪表,广东海川智能机器股份有限公司,L
2092,300721.SZ,300721,怡达股份,江苏,化工原料,江苏怡达化学股份有限公司,L
2093,300722.SZ,300722,新余国科,江西,专用机械,江西新余国科科技股份有限公司,L
2094,300723.SZ,300723,一品红,广东,化学制药,一品红药业股份有限公司,L
2095,300724.SZ,300724,捷佳伟创,深圳,专用机械,深圳市捷佳伟创新能源装备股份有限公司,L
2096,300725.SZ,300725,药石科技,江苏,化工原料,南京药石科技股份有限公司,L
2097,300726.SZ,300726,宏达电子,湖南,元器件,株洲宏达电子股份有限公司,L
2098,300727.SZ,300727,润禾材料,浙江,化工原料,宁波润禾高新材料科技股份有限公司,L
2099,300729.SZ,300729,乐歌股份,浙江,家居用品,乐歌人体工学科技股份有限公司,L
2100,300730.SZ,300730,科创信息,湖南,软件服务,湖南科创信息技术股份有限公司,L
2101,300731.SZ,300731,科创新源,深圳,橡胶,深圳科创新源新材料股份有限公司,L
2102,300732.SZ,300732,设研院,河南,建筑施工,河南省交通规划设计研究院股份有限公司,L
2103,300733.SZ,300733,西菱动力,四川,汽车配件,成都西菱动力科技股份有限公司,L
2104,300735.SZ,300735,光弘科技,广东,通信设备,惠州光弘科技股份有限公司,L
2105,300736.SZ,300736,百邦科技,北京,通信设备,北京百华悦邦科技股份有限公司,L
2106,300737.SZ,300737,科顺股份,广东,其他建材,科顺防水科技股份有限公司,L
2107,300738.SZ,300738,奥飞数据,广东,电信运营,广东奥飞数据科技股份有限公司,L
2108,300739.SZ,300739,明阳电路,深圳,元器件,深圳明阳电路科技股份有限公司,L
2109,300740.SZ,300740,御家汇,湖南,日用化工,御家汇股份有限公司,L
2110,300741.SZ,300741,华宝股份,西藏,食品,华宝香精股份有限公司,L
2111,300742.SZ,300742,越博动力,江苏,汽车配件,南京越博动力系统股份有限公司,L
2112,300743.SZ,300743,天地数码,浙江,电脑设备,杭州天地数码科技股份有限公司,L
2113,300745.SZ,300745,欣锐科技,深圳,汽车配件,深圳欣锐科技股份有限公司,L
2114,300746.SZ,300746,汉嘉设计,浙江,建筑施工,汉嘉设计集团股份有限公司,L
2115,300747.SZ,300747,锐科激光,湖北,元器件,武汉锐科光纤激光技术股份有限公司,L
2116,300748.SZ,300748,金力永磁,江西,元器件,江西金力永磁科技股份有限公司,L
2117,300749.SZ,300749,顶固集创,广东,家居用品,广东顶固集创家居股份有限公司,L
2118,300750.SZ,300750,宁德时代,福建,电气设备,宁德时代新能源科技股份有限公司,L
2119,300751.SZ,300751,迈为股份,江苏,专用机械,苏州迈为科技股份有限公司,L
2120,300752.SZ,300752,隆利科技,深圳,元器件,深圳市隆利科技股份有限公司,L
2121,300753.SZ,300753,爱朋医疗,江苏,医疗保健,江苏爱朋医疗科技股份有限公司,L
2122,300755.SZ,300755,华致酒行,云南,其他商业,华致酒行连锁管理股份有限公司,L
2123,300756.SZ,300756,中山金马,广东,专用机械,中山市金马科技娱乐设备股份有限公司,L
2124,300757.SZ,300757,罗博特科,江苏,专用机械,罗博特科智能科技股份有限公司,L
2125,300758.SZ,300758,七彩化学,辽宁,染料涂料,鞍山七彩化学股份有限公司,L
2126,300759.SZ,300759,康龙化成,北京,化学制药,康龙化成(北京)新药技术股份有限公司,L
2127,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,深圳迈瑞生物医疗电子股份有限公司,L
2128,300761.SZ,300761,立华股份,江苏,农业综合,江苏立华牧业股份有限公司,L
2129,300762.SZ,300762,上海瀚讯,上海,通信设备,上海瀚讯信息技术股份有限公司,L
2130,300763.SZ,300763,锦浪科技,浙江,电气设备,宁波锦浪新能源科技股份有限公司,L
2131,300765.SZ,300765,新诺威,河北,食品,石药集团新诺威制药股份有限公司,L
2132,300766.SZ,300766,每日互动,浙江,互联网,浙江每日互动网络科技股份有限公司,L
2133,300767.SZ,300767,震安科技,云南,橡胶,云南震安减震科技股份有限公司,L
2134,300768.SZ,300768,迪普科技,浙江,软件服务,杭州迪普科技股份有限公司,L
2135,300769.SZ,300769,德方纳米,深圳,化工原料,深圳市德方纳米科技股份有限公司,L
2136,300770.SZ,300770,新媒股份,广东,影视音像,广东南方新媒体股份有限公司,L
2137,300771.SZ,300771,智莱科技,深圳,电脑设备,深圳市智莱科技股份有限公司,L
2138,300772.SZ,300772,运达股份,浙江,电气设备,浙江运达风电股份有限公司,L
2139,300773.SZ,300773,拉卡拉,北京,软件服务,拉卡拉支付股份有限公司,L
2140,300776.SZ,300776,帝尔激光,湖北,专用机械,武汉帝尔激光科技股份有限公司,L
2141,300777.SZ,300777,N中简,江苏,化纤,中简科技股份有限公司,L
2142,300778.SZ,300778,新城市,深圳,建筑施工,深圳市新城市规划建筑设计股份有限公司,L
2143,600000.SH,600000,浦发银行,上海,银行,上海浦东发展银行股份有限公司,L
2144,600004.SH,600004,白云机场,广东,机场,广州白云国际机场股份有限公司,L
2145,600006.SH,600006,东风汽车,湖北,汽车整车,东风汽车股份有限公司,L
2146,600007.SH,600007,中国国贸,北京,园区开发,中国国际贸易中心股份有限公司,L
